Code,StationName,Staffed,StationType,Address1,Address2,City,State,Zip,Country,Division,TimeZone,Latitude/Longitude,Elevation,Population
GUA,"Guadalupe-Santa Maria, California",N,Station Building (with waiting room),330 Guadalupe Street,Highway 1,Guadalupe,CA,93434,United States,Southwest,P,"34.962927,-120.573410",85,5575
GUI,"Guilford, Connecticut",,Pseudo Station,325 Old Whitfield Street,,Guilford,CT,06437,United States,Shore Line East,E,"null,null",,
GUT,"Guthrie, Oklahoma",N,Platform only (no shelter),409 West Oklahoma Ave.,Santa Fe Depot,Guthrie,OK,73044-3150,United States,Central,C,"35.877861,-97.429698",946,
GVB,"Grover Beach, California",N,Platform with Shelter,180 West Grand Avenue,,Grover Beach,CA,93433-1968,United States,Southwest,P,"35.121260,-120.629266",16,12500
GVI,"Grangeville, Idaho",N,Curbside Bus Stop only (no shelter),901 West Main (Highway 95),ZIP TRIP,Grangeville,ID,83530,United States,Pacific Northwest,P,"45.927188,-116.131574",3381,3200
GWD,"Greenwood, Mississippi",N,Station Building (with waiting room),Carrollton Avenue and East Gibson Street,,Greenwood,MS,38930,United States,Central,C,"33.517159,-90.176454",133,17590
HAE,"Halethorpe, Maryland",,Pseudo Station,5833 Southwestern Boulevard,MARC Station,Baltimore,MD,21227,United States,MARC,E,"null,null",,
HAG,"Hagerstown, Maryland",N,Curbside Bus Stop only (no shelter),10524 Sharpsburg Pike,Liberty Gas Station/7-Eleven Store,Hagerstown,MD,21740-1414,United States,Mid-Atlantic,E,"39.602882,-77.729935",510,
HAM,"Hamlet, North Carolina",N,Station Building (with waiting room),2 Main Street,at Bridges St.,Hamlet,NC,28345,United States,Southern,E,"34.883663,-79.699218",310,6900
HAR,"Harrisburg, Pennsylvania",Y,Station Building (with waiting room),4th and Chestnut Streets,,Harrisburg,PA,17101,United States,Mid-Atlantic,E,"40.262050,-76.878256",320,47164
HAS,"Hastings, Nebraska",Y,Station Building (with waiting room),501 West First Street,,Hastings,NE,68901,United States,Central,C,"40.584276,-98.387534",1927,24000
HAV,"Havre, Montana",Y,Station Building (with waiting room),235 Main Street,,Havre,MT,59501-3599,United States,Pacific Northwest,M,"48.554465,-109.678352",2487,9621
HAY,"Hayward, California",N,Platform with Shelter,22555 Meekland Avenue,,Hayward,CA,94541,United States,Pacific,P,"37.665997,-122.099277",74,140606
HAZ,"Hazlehurst, Mississippi",N,Platform with Shelter,North Ragsdale Avenue and East Conway Street,,Hazlehurst,MS,39083,United States,Southern,C,"31.861320,-90.394347",466,4374
HBG,"Hattiesburg, Mississippi",N,Station Building (with waiting room),308 Newman Street,,Hattiesburg,MS,39401,United States,Southern,C,"31.326921,-89.286463",161,48012
HDS,"Hudson, Wisconsin",N,Curbside Bus Stop only (no shelter),Carmichael Road and Coulee Road,Park and Ride,Hudson,WI,54016,United States,Central,C,"44.964226,-92.723127",860,
HEA,"Healdsburg, California",N,Curbside Bus Stop only (no shelter),165 Healdsburg Avenue,Singletree Inn,Healdsburg,CA,95448-4000,United States,Pacific,P,"38.607095,-122.869554",100,7217
HEM,"Hermann, Missouri",N,Platform with Shelter,Wharf & Gutenberg Streets,,Hermann,MO,65041,United States,Central,C,"38.707222,-91.432571",514,2751
HER,"Helper, Utah",N,Station Building (with waiting room),1 Depot Street,,Helper,UT,84526,United States,Pacific,M,"39.684036,-110.853894",5825,3200
HET,"Hemet (West Florida Ave), California",N,Curbside Bus Stop only (no shelter),3246 West Florida Avenue,Coco's Restaurant,Hemet,CA,92545-3622,United States,Southwest,P,"33.747509,-117.005831",1530,70136
HFD,"Hartford, Connecticut",Y,Station Building (with waiting room),One Union Place,,Hartford,CT,06103,United States,Northeast,E,"41.768761,-72.681314",64,121800
HFY,"Harpers Ferry, West Virginia",N,Platform with Shelter,Potomac Street & Shenandoah Street,Amtrak/MARC Station,Harpers Ferry,WV,25425,United States,Mid-Atlantic,E,"39.324452,-77.731078",293,2000
HGD,"Huntingdon, Pennsylvania",N,Station Building (with waiting room),Fourth and Allegheny Streets,,Huntingdon,PA,16652,United States,Mid-Atlantic,E,"40.483665,-78.011780",620,7000
HGH,"Houghton, Michigan",N,Curbside Bus Stop only (no shelter),Townsend Drive and Hubbell Street,"Michigan Tech University, Memorial Union",Houghton,MI,49931,United States,Central,E,"47.118726,-88.549630",694,7014
HHL,"Haverhill, Massachusetts",N,Platform with Shelter,Washington Street at Railroad Square,,Haverhill,MA,01832-5418,United States,Northeast,E,"42.773297,-71.086375",45,60176
HIN,"Hinton, West Virginia",N,Station Building (with waiting room),100 Second Avenue,Intersection of Second and Maple Avenues,Hinton,WV,25951,United States,Mid-Atlantic,E,"37.675037,-80.892232",1384,2651
HKL,"Hinckley, Minnesota",N,Curbside Bus Stop only (no shelter),Tobies Restaurant,404 Fire Monument Road,Hinckley,MN,55037,United States,Central,C,"46.010861,-92.930370",1030,1432
HKM,"Hancock, Michigan",N,Curbside Bus Stop only (no shelter),125 Quincy Street,Shottle Bop Liquor Store,Hancock,MI,49930,United States,Central,E,"47.126982,-88.580295",695,
HLD,"Holdrege, Nebraska",N,Station Building (with waiting room),100 West Avenue,,Holdrege,NE,68949,United States,Central,C,"40.435926,-99.371241",2328,6000
HMD,"Hammond, Louisiana",Y,Station Building (with waiting room),404 N.W. Railroad Avenue,,Hammond,LA,70401,United States,Southern,C,"30.507180,-90.462169",44,19134
HMI,"Hammond-Whiting, Indiana",N,Station Building (with waiting room),1135 North Calumet Avenue,,Hammond,IN,46320-1044,United States,Central,C,"41.691155,-87.506511",588,100000
HMT,"Hemet (Devonshire Ave), California",N,Curbside Bus Stop only (no shelter),305 East Devonshire Avenue,RTA Bus Stop at Simpson Senior Center,Hemet,CA,92543-2905,United States,Southwest,P,"33.751098,-116.969285",1596,70136
HMW,"Homewood, Illinois",Y,Station Building (with waiting room),18015 Park Avenue,,Homewood,IL,60430,United States,Central,C,"41.562446,-87.668685",656,18700
HNF,"Hanford, California",Y,Station Building (with waiting room),200 Santa Fe Avenue #A,,Hanford,CA,93230-4554,United States,Pacific,P,"36.326078,-119.651816",248,44100
HNK,"Hancock, Maryland",N,Curbside Bus Stop only (no shelter),434 East Main Street,Hancock Truck Plaza,Hancock,MD,21750,United States,Mid-Atlantic,E,"39.695657,-78.153919",437,
HOL,"Hollywood, Florida",Y,Station Building (with waiting room),3001 Hollywood Boulevard,,Hollywood,FL,33021,United States,Southern,E,"26.011641,-80.167884",5,145800
HOM,"Holland, Michigan",N,Station Building (with waiting room),171 Lincoln Avenue,,Holland,MI,49423,United States,Central,E,"42.791096,-86.096553",609,34245
HOO,"Hood River, Oregon",N,Curbside Bus Stop only (no shelter),114 Cascade Avenue,Adjacent to The Eyeglass Store,Hood River,OR,97031,United States,Pacific Northwest,P,"45.709658,-121.511721",121,5000
HOS,"Houston, Texas",Y,Station Building (with waiting room),902 Washington Avenue,,Houston,TX,77002,United States,Southwest,C,"29.767245,-95.367526",43,2144491
HPT,"High Point, North Carolina",N,Station Building (with waiting room),100 West High Avenue,,High Point,NC,27260,United States,Southern,E,"35.957128,-80.006097",921,97796
HTN,"Hammonton, New Jersey",N,Platform with Shelter,Egg Harbor Road & Line Street,New Jersey Transit Station,Hammonton,NJ,08037,United States,Northeast,E,"39.631317,-74.799340",98,13500
HUD,"Hudson, New York",Y,Station Building (with waiting room),69 South Front Street,,Hudson,NY,12534,United States,Northeast,E,"42.253891,-73.797729",7,35000
HUN,"Huntington, West Virginia",Y,Station Building (with waiting room),1050 8th Avenue,,Huntington,WV,25701,United States,Mid-Atlantic,E,"38.415820,-82.439735",570,49007
HUT,"Hutchinson, Kansas",N,Station Building (with waiting room),North Walnut Street & East 3rd Avenue,,Hutchinson,KS,67501,United States,Central,C,"38.055712,-97.931522",1530,42080
HWC,"Howard City, Michigan",N,Curbside Bus Stop only (no shelter),130 North Ensley Street,BP Station,Howard City,MI,49329,United States,Central,E,"43.397855,-85.468933",878,1351
IDO,"Indio, California",N,Curbside Bus Stop only (no shelter),Highway 111 and Monroe Street,Northeast Corner,Indio,CA,92201-3917,United States,Southwest,P,"33.714863,-116.233132",3,36000
IDP,"Independence, Missouri",N,Station Building (with waiting room),600 South Grand Avenue,,Independence,MO,64050-3564,United States,Central,C,"39.086917,-94.429711",951,120000
IND,"Indianapolis, Indiana",Y,Station Building (with waiting room),350 South Illinois Street,,Indianapolis,IN,46225-1198,United States,Central,E,"39.761984,-86.160423",706,733271
IRV,"Irvine, California",Y,Station Building (with waiting room),15215 Barranca Parkway,Irvine Transportation Center,Irvine,CA,92618,United States,Southwest,P,"33.656771,-117.733695",265,50000
ISE,"Isleton, California",N,Curbside Bus Stop only (no shelter),100 2nd Street,Delta Breeze Transit Stop,Isleton,CA,95641,United States,Pacific,P,"38.161723,-121.612580",6,
JAN,"Jackson, Mississippi",Y,Station Building (with waiting room),300 West Capitol Street,,Jackson,MS,39201,United States,Southern,C,"32.300808,-90.190936",288,176614
JAX,"Jacksonville, Florida",Y,Station Building (with waiting room),3570 Clifford Lane,,Jacksonville,FL,32209-2123,United States,Southern,E,"30.365601,-81.723893",19,794555
JEF,"Jefferson City, Missouri",N,Station Building (with waiting room),101 Jefferson Street,,Jefferson City,MO,65101,United States,Central,C,"38.578870,-92.169906",558,39274
JES,"Jessup, Maryland",,Pseudo Station,8 Old Jessup Road,MARC Station,Jessup,MD,20794,United States,MARC,E,"null,null",,
JMN,"Jamestown, New York",N,Curbside Bus Stop only (no shelter),4th and Clinton Streets - temporary bus stop,"111 West 3rd Street, US News - bus co tickets",Jamestown,NY,14701,United States,Northeast,E,"42.096008,-79.242948",1367,
JNL,"June Lake, California",N,Curbside Bus Stop only (no shelter),June Lake Loop,June Lake Ski Area Parking Lot,June Lake,CA,95529,United States,Pacific,P,"37.768016,-119.090692",7547,
JOL,"Joliet, Illinois",Y,Station Building (with waiting room),50 East Jefferson Street,Union Station,Joliet,IL,60431,United States,Central,C,"41.524521,-88.079753",540,142702
JSP,"Jesup, Georgia",N,Platform only (no shelter),176 Northwest Broad Street,,Jesup,GA,31545-1300,United States,Southern,E,"31.605589,-81.882173",98,12000
JST,"Johnstown, Pennsylvania",Y,Station Building (with waiting room),47 Walnut Street,,Johnstown,PA,15901,United States,Mid-Atlantic,E,"40.329689,-78.921996",1174,42000
JVL,"Janesville, Wisconsin",N,Station Building (with waiting room),3120 North Pontiac Drive,Bus Station,Janesville,WI,53545-0373,United States,Central,C,"42.719995,-88.988186",890,
JXN,"Jackson, Michigan",Y,Station Building (with waiting room),501 East Michigan Avenue,,Jackson,MI,49201,United States,Central,E,"42.248113,-84.399670",931,39569
KAL,"Kalamazoo, Michigan",Y,Station Building (with waiting room),459 North Burdick Street,,Kalamazoo,MI,49007-3669,United States,Central,E,"42.295255,-85.584018",778,218241
KAN,"Kannapolis, North Carolina",N,Station Building (with waiting room),201 South Main Street,,Kannapolis,NC,28081,United States,Southern,E,"35.496172,-80.624928",825,40223
KCY,"Kansas City, Missouri",Y,Station Building (with waiting room),30 West Pershing Road,"Union Station, Suite 160",Kansas City,MO,64108-2410,United States,Central,C,"39.084576,-94.585129",804,451572
KEE,"Kewanee, Illinois",N,Platform with Shelter,210 West Third Street,Near 3rd and North Tremont Streets,Kewanee,IL,61443,United States,Central,C,"41.245765,-89.927544",851,16000
KEL,"Kelso-Longview, Washington",N,Station Building (with waiting room),501 South First Street,,Kelso,WA,98626,United States,Pacific Northwest,P,"46.142264,-122.913016",23,22000
KFS,"Klamath Falls, Oregon",Y,Station Building (with waiting room),1600 Oak Avenue,,Klamath Falls,OR,97601-3286,United States,Pacific Northwest,P,"42.225509,-121.771952",4104,19462
KGC,"King City, California",N,Curbside Bus Stop only (no shelter),1350 Broadway Circle,McDonalds Restaurant - south side parking lot,King City,CA,93930-3446,United States,Pacific,P,"36.202547,-121.136344",304,5495
KGS,"Kingsley, Michigan",N,Curbside Bus Stop only (no shelter),119 East Main Street (Hwy 113),Kingsley Laundromat,Kingsley,MI,49649,United States,Central,E,"44.584797,-85.535201",971,
KIL,"Killeen, Texas",N,Station Building (with waiting room),200 East Avenue C,Arrow Trailways Bus Station,Killeen,TX,76541-5231,United States,Southwest,C,"31.121152,-97.728617",846,83716
KIN,"Kingston, Rhode Island",Y,Station Building (with waiting room),1 Railroad Avenue,,West Kingston,RI,02892-1508,United States,Northeast,E,"41.483959,-71.560597",117,50000
KIS,"Kissimmee, Florida",Y,Station Building (with waiting room),111 East Dakin Avenue,,Kissimmee,FL,34741-5723,United States,Southern,E,"28.293835,-81.404234",64,60900
KKI,"Kankakee, Illinois",N,Station Building (with waiting room),199 South East Ave.,,Kankakee,IL,60901-3834,United States,Central,C,"41.119259,-87.865430",629,101300
KLK,"Kalkaska, Michigan",N,Curbside Bus Stop only (no shelter),906 North Cedar St.,Arby's,Kalkaska,MI,49646-8473,United States,Central,E,"44.743685,-85.173641",1041,13497
KNG,"Kingman, Arizona",N,Station Building (with waiting room),106 4th Street,,Kingman,AZ,86401,United States,Southwest,M,"35.188279,-114.052816",3339,10500
KNT,"Kent Island, Maryland",N,Curbside Bus Stop only (no shelter),3206 Main Street,Hilton Garden Inn,Grasonville,MD,21638-1030,United States,Mid-Atlantic,E,"38.966498,-76.240827",4,
KSM,"Kensington, Maryland",,Pseudo Station,10417 Howard Ave.,MARC Station,Kensington,MD,20895,United States,MARC,E,"null,null",,
KTC,"Kettleman City, California",N,Curbside Bus Stop only (no shelter),3300 Hubert Way,I-5 & Hwy 41 (Carl's Jr Restaurant),Kettleman City,CA,93239,United States,Pacific,P,"35.988483,-119.960609",355,
KTF,"Kettle Falls, Washington",N,Curbside Bus Stop only (no shelter),425 West Third Avenue,,Kettle Falls,WA,99141,United States,Pacific Northwest,P,"48.610370,-118.061899",1636,
KTR,"Kingstree, South Carolina",N,Station Building (with waiting room),101 East Main St.,,Kingstree,SC,29556-3425,United States,Southern,E,"33.663882,-79.829026",48,4200
KWD,"Kirkwood, Missouri",N,Station Building (with waiting room),110 West Argonne Drive,,Kirkwood,MO,63122-4202,United States,Central,C,"38.581067,-90.406761",637,33000
LAB,"Latrobe, Pennsylvania",N,Platform with Shelter,329 McKinley Avenue,,Latrobe,PA,15650,United States,Mid-Atlantic,E,"40.317405,-79.385083",1005,11800
LAE,"La Grande, Oregon",N,Station Building (with waiting room),2204 E Penn Avenue ,Greyhound Bus Station,La Grande,OR,97850,United States,Pacific Northwest,P,"45.327000,-118.077210",2766,10000
LAF,"Lafayette, Indiana",N,Station Building (with waiting room),200 North Second Street,,Lafayette,IN,47901-1238,United States,Central,E,"40.419347,-86.895901",541,43764
LAG,"La Grange Road, Illinois",N,Platform with Shelter,25 West Burlington Avenue,,La Grange,IL,60525,United States,Central,C,"41.815634,-87.871545",640,100000
LAJ,"La Junta, Colorado",Y,Station Building (with waiting room),1 West First Street,,La Junta,CO,81050,United States,Southwest,M,"37.988249,-103.543576",4068,10000
LAK,"Lakeland, Florida",Y,Station Building (with waiting room),600 East  Main Street,,Lakeland,FL,33801-5036,United States,Southern,E,"28.045603,-81.951874",183,90207
LAN,"L'Anse, Michigan",N,Curbside Bus Stop only (no shelter),102 North Main Street,In the Mind's Eye Store,L'Anse,MI,49946,United States,Central,E,"46.758449,-88.453593",613,
LAP,"La Plata, Missouri",N,Station Building (with waiting room),535 North Owensby Street,R.R. #1,La Plata,MO,63549,United States,Central,C,"40.029220,-92.493384",917,1445
LAS,"Las Vegas International Airport, Nevada",N,Curbside Bus Stop only (no shelter),5757 Wayne Newton Blvd,McCarran International Airport,Las Vegas,NV,89111-5000,United States,Southwest,P,"36.085973,-115.148493",2087,
LAU,"Laurel, Mississippi",N,Station Building (with waiting room),230 North Maple Street,,Laurel,MS,39440,United States,Southern,C,"31.692168,-89.127933",245,18450
LAX,"Los Angeles, California",Y,Station Building (with waiting room),800 North Alameda Street,Los Angeles Union Station,Los Angeles,CA,90012-2902,United States,Southwest,P,"34.056177,-118.236778",280,3900000
LBC,"Long Beach, California",N,Curbside Bus Stop only (no shelter),601 Long Beach Blvd.,Denny's Restaurant,Long Beach,CA,90802-1323,United States,Southwest,P,"33.774589,-118.189815",39,417400
LBQ,"Long Beach (Queen Mary), California",N,Curbside Bus Stop only (no shelter),1146 Queens Highway,Next to the Seasonal Catalina Ferry Terminal,Long Beach,CA,90802-6331,United States,Southwest,P,"33.753027,-118.193140",16,
LCA,"La Crescenta, California",N,Curbside Bus Stop only (no shelter),Honolulu and Lowell Avenues,Pickup north side Honolulu Av west of Lowell Av,La Crescenta,CA,91214,United States,Southwest,P,"34.231944,-118.266511",1580,
LCH,"Lake Charles, Louisiana",N,Station Building (with waiting room),100 Ryan Street,,Lake Charles,LA,70601-2152,United States,Southern,C,"30.238126,-93.217037",13,70224
LCN,"Lincoln, Illinois",N,Platform with Shelter,101 North Chicago Street,,Lincoln,IL,62656,United States,Central,C,"40.147855,-89.363699",585,14822
LCS,"Lancaster, California",N,Platform with Shelter,44812 Sierra Highway,Metrolink Station,Lancaster,CA,93534-3218,United States,Southwest,P,"34.696300,-118.136432",2357,130000
LCV,"Lincolnville, Maine",N,Curbside Bus Stop only (no shelter),2512 Atlantic Highway,US Post Office,Lincolnville,ME,04849,United States,Northeast,E,"44.282075,-69.008642",12,
LDB,"Lordsburg, New Mexico",N,Platform only (no shelter),Center Street and East Motel Drive,"Railroad crossing, south side of tracks",Lordsburg,NM,88045,United States,Southwest,M,"32.350070,-108.707025",4250,2762
LDW,"Lindenwold, New Jersey",N,Station Building (with waiting room),Station Avenue & White Horse Road West,NJ Transit/PATCO station,Somerdale,NJ,08083,United States,Northeast,E,"39.833830,-75.000759",70,
LEE,"Lee's Summit, Missouri",N,Platform with Shelter,217 SW Main Street,,Lee's Summit,MO,64063-2332,United States,Central,C,"38.912623,-94.377972",1039,28000
LEG,"Leggett, California",N,Curbside Bus Stop only (no shelter),69501 Highway 101 North,Price's Peg House,Leggett,CA,95585-8911,United States,Pacific,P,"39.878226,-123.727964",909,
LEV,"Leavenworth (Buses), Washington",N,Curbside Bus Stop only (no shelter),585 Highway 2,76 Station Icicle Quik Stop,Leavenworth,WA,98826,United States,Pacific Northwest,P,"47.588471,-120.674502",1194,1692
LEW,"Lewistown, Pennsylvania",N,Station Building (with waiting room),150 Helen Street,,Lewistown,PA,17044,United States,Mid-Atlantic,E,"40.588309,-77.580047",489,11000
LEX,"Lexington, North Carolina",N,Platform only (no shelter),Center Street and Railroad Tracks,Lexington Barbecue Festival,Lexington,NC,27292,United States,Southern,E,"35.831183,-80.263284",751,
LFT,"Lafayette, Louisiana",N,Station Building (with waiting room),100 Lee Avenue,,Lafayette,LA,70501-8032,United States,Southern,C,"30.226548,-92.014519",38,114214
LGO,"Lego Land, Carlsbad, California",N,Curbside Bus Stop only (no shelter),1 Legoland Drive,Lego Land Amusement Park,Carlsbad,CA,92008-4610,United States,Pacific,P,"33.126206,-117.310920",122,
LGX,Legoland Admission Ticket,,Pseudo Station,Legoland Amusement Park,Book between LGO and LGX,Carlsbad,CA,92008,United States,,,"null,null",,
LIB,"Libby, Montana",N,Station Building (with waiting room),100 Mineral Avenue,,Libby,MT,59923-1933,United States,Pacific Northwest,M,"48.394842,-115.548890",2075,2626
LIV,"Livermore (Transit Center), California",N,Curbside Bus Stop only (no shelter),2500 Railroad Avenue,(Near 1st Street),Livermore,CA,94550-3011,United States,Pacific,P,"37.684915,-121.767121",494,55800
LKL,"Lakeland, Florida",Y,Station Building (with waiting room),600 East Main Street,,Lakeland,FL,33801-5036,United States,Southern,E,"28.045603,-81.951874",183,90207
LLK,"Loon Lake, Washington",N,Curbside Bus Stop only (no shelter),State Highway 292 & Colville Road,Dinner Bell Restaurant,Loon Lake,WA,99148,United States,Pacific Northwest,P,"48.060505,-117.621748",2410,
LMC,"Lemoore, California",N,Curbside Bus Stop only (no shelter),300 E Street,Chamber of Commerce ,Lemoore,CA,93245-3663,United States,Pacific,P,"36.303131,-119.784545",228,
LMN,"Lemoore (Naval Air Station), California",N,Curbside Bus Stop only (no shelter),25th Ave and Highway 198,,Lemoore,CA,93245,United States,Pacific,P,"36.256074,-119.902959",228,
LMQ,"La Marque, Texas",N,Curbside Bus Stop only (no shelter),727 South Oak Street,McKown Air Conditioning,La Marque,TX,77568,United States,Southwest,C,"29.372804,-94.963611",15,25000
LMR,"Lamar, Colorado",N,Platform only (no shelter),Main & Beech Streets,,Lamar,CO,81052,United States,Southwest,M,"38.089623,-102.618574",3618,8869
LMY,"Lamy, New Mexico",Y,Station Building (with waiting room),Santa Fe County Road 33,152 Old Lamy Trail,Lamy,NM,87540,United States,Southwest,M,"35.480973,-105.879968",6478,109
LNC,"Lancaster, Pennsylvania",Y,Station Building (with waiting room),53 McGovern Avenue,,Lancaster,PA,17602,United States,Mid-Atlantic,E,"40.054181,-76.307714",350,56348
LNK,"Lincoln, Nebraska",Y,Station Building (with waiting room),510 N Street,,Lincoln,NE,68508,United States,Central,C,"40.815871,-96.713170",1152,200000
LNL,"Laguna Niguel/Mission Viejo, California",N,Platform with Shelter,28200 Forbes Road,Metrolink Station,Laguna Niguel,CA,92677,United States,Southwest,P,"33.552726,-117.674540",243,
LNN,"Lincoln, New Hampshire",N,Curbside Bus Stop only (no shelter),36 Main Street,Sunoco Station/Munce's Konvenience Store,Lincoln,NH,03251,United States,Northeast,E,"44.038243,-71.674710",767,
LNS,"East Lansing, Michigan",Y,Station Building (with waiting room),1240 South Harrison Road,,East Lansing,MI,48823-5223,United States,Central,E,"42.719007,-84.494828",850,47542
LNV,"Laughlin, Nevada",N,Curbside Bus Stop only (no shelter),2121 S. Casino Dr.,Tropicana Express Hotel & Casino,Laughlin,NV,89029-1519,United States,Southwest,P,"35.158536,-114.575884",599,
LOD,"Lodi, California",N,Station Building (with waiting room),24 South Sacramento Street,,Lodi,CA,95240,United States,Pacific,P,"38.133201,-121.271887",50,
LOM,"Lompoc, California",N,Curbside Bus Stop only (no shelter),111 South I Street,Lompoc Visitor's Center,Lompoc,CA,93436,United States,Southwest,P,"34.638340,-120.459285",104,41900
LOR,"Lorton (Auto Train), Virginia",Y,Station Building (with waiting room),8006 Lorton Road,,Lorton,VA,22079,United States,Southern,E,"38.708143,-77.220942",85,
LPD,"Lake Placid, New York",N,Curbside Bus Stop only (no shelter),2384 Saranac Avenue, High Peaks Resort,Lake Placid,NY,12946,United States,Northeast,E,"44.291438,-73.985926",1904,
LPE,"Lapeer, Michigan",N,Station Building (with waiting room),73 Howard Street,,Lapeer,MI,48446-2515,United States,Central,E,"43.049520,-83.306154",823,6272
LPN,"La Pine, Oregon",N,Curbside Bus Stop only (no shelter),16515 Reed Road,Shell Station,La Pine,OR,97739,United States,Pacific Northwest,P,"43.674176,-121.499956",4234,
LPS,"Lompoc-Surf, California",N,Platform with Shelter,Ocean Ave and Park Rd,,Surf,CA,93437,United States,Southwest,P,"34.682704,-120.605001",45,
LQT,"La Quinta, California",N,Curbside Bus Stop only (no shelter),78822 Highway 111,SunLine Transit Stop next to Eisenhower Occupational Health ,La Quinta,CA,92253,United States,Southwest,P,"33.710979,-116.289964",74,44704
LRC,"Lawrence, Kansas",N,Station Building (with waiting room),413 East 7th Street,,Lawrence,KS,66044,United States,Central,C,"38.971166,-95.230539",828,87643
LRK,"Little Rock, Arkansas",Y,Station Building (with waiting room),1400 West Markham Street,,Little Rock,AR,72201,United States,Central,C,"34.750298,-92.286785",268,183133
LRM,"Laurel, Maryland",,Pseudo Station,22 Main Street,MARC Station,Laurel,MD,20707,United States,MARC,E,"null,null",,
LRT,"Laurel Racetrack, Maryland",,Pseudo Station,"Laurel Racetrack Rd, off MD 198",MARC Station,Laurel,MD,20725,United States,MARC,E,"null,null",,
LSE,"La Crosse, Wisconsin",Y,Station Building (with waiting room),(St. Andrew and Caledonia Streets),601 St. Andrew Street,La Crosse,WI,54601,United States,Central,C,"43.833155,-91.247298",655,50902
LSV,"Las Vegas, New Mexico",N,Station Building (with waiting room),500 Railroad Avenue at Lincoln,,Las Vegas,NM,87701,United States,Southwest,M,"35.593432,-105.212779",6406,13000
LTL,"Littleton, New Hampshire",N,Curbside Bus Stop only (no shelter),336 Cottage Street,Irving Gas Station,Littleton,NH,03561-4118,United States,Northeast,E,"44.296787,-71.769090",929,
LTM,"Lathrop/Manteca, California",N,Platform with Shelter,17800 Shideler Parkway,ACE Station,Manteca,CA,95330,United States,Pacific,P,"37.798360,-121.263658",27,
LTR,"Littlerock, California",N,Curbside Bus Stop only (no shelter),7225 Pearblossom Hwy,Chevron Station Food Mart,Littlerock,CA,93543-3034,United States,Southwest,P,"34.521339,-118.000580",2896,
LTV,"Laytonville, California",N,Curbside Bus Stop only (no shelter),44900 Highway 101,Park N Takit Market,Laytonville,CA,95454,United States,Pacific,P,"39.686633,-123.482019",1658,1096
LVL,"Louisville, Kentucky",N,Station Building (with waiting room),720 West Muhammad Ali Blvd.,Greyhound Station,Louisville,KY,40203-1917,United States,Central,E,"38.251675,-85.763445",457,283900
LVN,"Lee Vining, California",N,Curbside Bus Stop only (no shelter),30 Main Street,Lake View Lodge,Lee Vining,CA,95541,United States,Pacific,P,"37.955403,-119.118687",6792,
LVS,"Las Vegas (Downtown), Nevada",N,Station Building (with waiting room),200 South Main St.,Greyhound Station,Las Vegas,NV,89101-6357,United States,Southwest,P,"36.170266,-115.147489",2025,
LVW,"Longview, Texas",Y,Station Building (with waiting room),905 Pacific Avenue,,Longview,TX,75602,United States,Southwest,C,"32.494032,-94.728322",332,76524
LWA,"Leavenworth (Trains), Washington",N,Platform with Shelter,11645 North Road ,Icicle Station,Leavenworth,WA,98826,United States,Pacific Northwest,P,"47.605235,-120.641038",1243,
LWN,"Lewiston, Idaho",N,Curbside Bus Stop only (no shelter),1920 Highway 128,Shell Dyna Mart,Lewiston,ID,83501-1617,United States,Pacific Northwest,P,"46.426931,-117.005923",753,28100
LYH,"Lynchburg, Virginia",Y,Station Building (with waiting room),825 Kemper Street,Amtrak is below street level at track level,Lynchburg,VA,24501-1303,United States,Southern,E,"37.406439,-79.156934",706,67720
MAC,"Macomb, Illinois",N,Station Building (with waiting room),120 East Calhoun Street,,Macomb,IL,61455-7321,United States,Central,C,"40.461212,-90.670940",703,18400
MAK,"Mackinaw City, Michigan",N,Curbside Bus Stop only (no shelter),102 South Huron Ave.,Village Hall,Mackinaw City,MI,49701,United States,Central,E,"45.781335,-84.725770",590,875
MAL,"Malta, Montana",N,Station Building (with waiting room),51 South 1st Street East,,Malta,MT,59538-1732,United States,Pacific Northwest,M,"48.360477,-107.872242",2254,2120
MAR,"Marceline, Missouri",N,Platform only (no shelter),120 East Santa Fe Avenue,Stop for prearranged groups only,Marceline,MO,64658,United States,Central,C,"39.715998,-92.947702",862,
MAT,"Mattoon, Illinois",N,Station Building (with waiting room),1718 Broadway Avenue,,Mattoon,IL,61938-3920,United States,Central,C,"39.482730,-88.376045",732,19200
MAY,"Maysville,  Kentucky",N,Station Building (with waiting room),West Front Street & Rosemary Clooney Street,,Maysville,KY,41056,United States,Central,E,"38.652148,-83.771074",505,9179
MCA,"McCall, Idaho",N,Curbside Bus Stop only (no shelter),507 N 3rd Street,Old Town Shell Station ,McCall,ID,83638-4408,United States,Pacific Northwest,P,"44.899158,-116.096803",5048,2188
MCB,"McComb, Mississippi",N,Station Building (with waiting room),114 Northeast Railroad Avenue,,McComb,MS,39648,United States,Southern,C,"31.244467,-90.451334",405,13607
MCD,"Merced, California",Y,Station Building (with waiting room),324 West 24th Street,,Merced,CA,95340,United States,Pacific,P,"37.307183,-120.476805",172,76313
MCG,"McGregor, Texas",N,Station Building (with waiting room),1 Amtrak Boulevard,,McGregor,TX,76657,United States,Southwest,C,"31.443352,-97.404756",711,4845
